,Gamma,Error,Time,Iterations
769,0.23099999999999998,17,0.0,1
770,0.22999999999999998,17,0.0,1
771,0.22899999999999998,17,0.0,1
772,0.22799999999999998,17,0.0,1
773,0.22699999999999998,17,0.0,1
774,0.22599999999999998,17,0.0,1
775,0.22499999999999998,17,0.0,1
776,0.22399999999999998,17,0.0,1
777,0.22299999999999998,17,0.0,1
778,0.22199999999999998,17,0.0,1
779,0.22099999999999997,17,0.0,1
780,0.21999999999999997,17,0.0,1
781,0.21899999999999997,17,0.0,1
782,0.21799999999999997,17,0.0,1
783,0.21699999999999997,17,0.0,1
784,0.21599999999999997,17,0.0,1
785,0.21499999999999997,17,0.0,1
786,0.21399999999999997,17,0.0,1
787,0.21299999999999997,17,0.0,1
788,0.21199999999999997,17,0.0,1
789,0.21099999999999997,17,0.0,1
790,0.20999999999999996,17,0.0,1
791,0.20899999999999996,17,0.0,1
792,0.20799999999999996,17,0.0,1
793,0.20699999999999996,17,0.0,1
794,0.20599999999999996,17,0.0,1
795,0.20499999999999996,17,0.0,1
796,0.20399999999999996,17,0.0,1
797,0.20299999999999996,17,0.0,1
798,0.20199999999999996,17,0.0,1
799,0.20099999999999996,17,0.0,1
800,0.19999999999999996,17,0.0,1
801,0.19899999999999995,17,0.0,1
802,0.19799999999999995,17,0.0,1
803,0.19699999999999995,17,0.0,1
804,0.19599999999999995,17,0.015654325485229492,1
805,0.19499999999999995,17,0.0,1
806,0.19399999999999995,17,0.0,1
807,0.19299999999999995,17,0.0,1
808,0.19199999999999995,17,0.0,1
809,0.19099999999999995,17,0.0,1
810,0.18999999999999995,17,0.0,1
811,0.18899999999999995,17,0.0,1
812,0.18799999999999994,17,0.0,1
813,0.18699999999999994,17,0.0,1
814,0.18600000000000005,17,0.0,1
815,0.18500000000000005,17,0.0,1
816,0.18400000000000005,17,0.0,1
817,0.18300000000000005,17,0.0,1
818,0.18200000000000005,17,0.0,1
819,0.18100000000000005,17,0.0,1
820,0.18000000000000005,17,0.0,1
821,0.17900000000000005,17,0.0,1
822,0.17800000000000005,17,0.0,1
823,0.17700000000000005,17,0.0,1
824,0.17600000000000005,17,0.0,1
825,0.17500000000000004,17,0.0,1
826,0.17400000000000004,17,0.0,1
827,0.17300000000000004,17,0.0,1
828,0.17200000000000004,17,0.0,1
829,0.17100000000000004,17,0.0,1
830,0.17000000000000004,17,0.0,1
831,0.16900000000000004,17,0.0,1
832,0.16800000000000004,17,0.0,1
833,0.16700000000000004,17,0.0,1
834,0.16600000000000004,17,0.0,1
835,0.16500000000000004,17,0.0,1
836,0.16400000000000003,17,0.0,1
837,0.16300000000000003,17,0.0,1
838,0.16200000000000003,17,0.0,1
839,0.16100000000000003,17,0.0,1
840,0.16000000000000003,17,0.0,1
841,0.15900000000000003,17,0.0,1
842,0.15800000000000003,17,0.0,1
843,0.15700000000000003,17,0.0,1
844,0.15600000000000003,17,0.0,1
845,0.15500000000000003,17,0.0,1
846,0.15400000000000003,17,0.0,1
847,0.15300000000000002,17,0.0,1
848,0.15200000000000002,17,0.0,1
849,0.15100000000000002,17,0.0,1
850,0.15000000000000002,17,0.0,1
851,0.14900000000000002,17,0.0,1
852,0.14800000000000002,17,0.0,1
853,0.14700000000000002,17,0.0,1
854,0.14600000000000002,17,0.0,1
855,0.14500000000000002,17,0.0,1
856,0.14400000000000002,17,0.0,1
857,0.14300000000000002,17,0.0,1
858,0.14200000000000002,17,0.0,1
859,0.14100000000000001,17,0.0,1
860,0.14,17,0.0,1
861,0.139,17,0.0,1
862,0.138,17,0.0,1
863,0.137,17,0.0,1
864,0.136,17,0.0,1
865,0.135,17,0.0,1
866,0.134,17,0.0,1
867,0.133,17,0.0,1
868,0.132,17,0.0,1
869,0.131,17,0.0,1
870,0.13,17,0.0,1
871,0.129,17,0.0,1
872,0.128,17,0.0,1
873,0.127,17,0.0,1
874,0.126,17,0.0,1
875,0.125,17,0.0,1
876,0.124,17,0.0,1
877,0.123,17,0.0,1
878,0.122,17,0.0,1
879,0.121,17,0.0,1
880,0.12,17,0.0,1
881,0.119,17,0.0,1
882,0.118,17,0.0,1
883,0.11699999999999999,17,0.0,1
884,0.11599999999999999,17,0.0,1
885,0.11499999999999999,17,0.0,1
886,0.11399999999999999,17,0.0,1
887,0.11299999999999999,17,0.0,1
888,0.11199999999999999,17,0.0,1
889,0.11099999999999999,17,0.0,1
890,0.10999999999999999,17,0.0,1
891,0.10899999999999999,17,0.0,1
892,0.10799999999999998,17,0.0,1
893,0.10699999999999998,17,0.0,1
894,0.10599999999999998,17,0.0,1
895,0.10499999999999998,17,0.0,1
896,0.10399999999999998,17,0.0,1
897,0.10299999999999998,17,0.0,1
898,0.10199999999999998,17,0.0,1
899,0.10099999999999998,17,0.0,1
900,0.09999999999999998,17,0.0,1
901,0.09899999999999998,17,0.0,1
902,0.09799999999999998,17,0.0,1
903,0.09699999999999998,17,0.0,1
904,0.09599999999999997,17,0.0,1
905,0.09499999999999997,17,0.0,1
906,0.09399999999999997,17,0.0,1
907,0.09299999999999997,17,0.0,1
908,0.09199999999999997,17,0.0,1
909,0.09099999999999997,17,0.0,1
910,0.08999999999999997,17,0.0,1
911,0.08899999999999997,17,0.0,1
912,0.08799999999999997,17,0.0,1
913,0.08699999999999997,17,0.0,1
914,0.08599999999999997,17,0.0,1
915,0.08499999999999996,17,0.0,1
916,0.08399999999999996,17,0.0,1
917,0.08299999999999996,17,0.0,1
918,0.08199999999999996,17,0.0,1
919,0.08099999999999996,17,0.0,1
920,0.07999999999999996,17,0.0,1
921,0.07899999999999996,17,0.0,1
922,0.07799999999999996,17,0.0,1
923,0.07699999999999996,17,0.0,1
924,0.07599999999999996,17,0.0,1
925,0.07499999999999996,17,0.0,1
926,0.07399999999999995,17,0.0,1
927,0.07299999999999995,17,0.0,1
928,0.07199999999999995,17,0.0,1
929,0.07099999999999995,17,0.0,1
930,0.06999999999999995,17,0.0,1
931,0.06899999999999995,17,0.0,1
932,0.06799999999999995,17,0.0,1
933,0.06699999999999995,17,0.0,1
934,0.06599999999999995,17,0.0,1
935,0.06499999999999995,17,0.0,1
936,0.06399999999999995,17,0.0,1
937,0.06299999999999994,17,0.0,1
938,0.061999999999999944,17,0.0,1
939,0.061000000000000054,17,0.0,1
940,0.06000000000000005,17,0.0,1
941,0.05900000000000005,17,0.0,1
942,0.05800000000000005,17,0.0,1
943,0.05700000000000005,17,0.0,1
944,0.05600000000000005,17,0.0,1
945,0.05500000000000005,17,0.015622854232788086,1
946,0.05400000000000005,17,0.0,1
947,0.05300000000000005,17,0.0,1
948,0.052000000000000046,17,0.0,1
949,0.051000000000000045,17,0.0,1
950,0.050000000000000044,17,0.0,1
951,0.049000000000000044,17,0.0,1
952,0.04800000000000004,17,0.0,1
953,0.04700000000000004,17,0.0,1
954,0.04600000000000004,17,0.0,1
955,0.04500000000000004,17,0.0,1
956,0.04400000000000004,17,0.0,1
957,0.04300000000000004,17,0.0,1
958,0.04200000000000004,17,0.0,1
959,0.041000000000000036,17,0.0,1
960,0.040000000000000036,17,0.0,1
961,0.039000000000000035,17,0.0,1
962,0.038000000000000034,17,0.0,1
963,0.03700000000000003,17,0.0,1
964,0.03600000000000003,17,0.0,1
965,0.03500000000000003,17,0.0,1
966,0.03400000000000003,17,0.0,1
967,0.03300000000000003,17,0.0,1
968,0.03200000000000003,17,0.0,1
969,0.031000000000000028,17,0.0,1
970,0.030000000000000027,17,0.0,1
971,0.029000000000000026,17,0.0,1
972,0.028000000000000025,17,0.0,1
973,0.027000000000000024,17,0.0,1
974,0.026000000000000023,17,0.0,1
975,0.025000000000000022,17,0.0,1
976,0.02400000000000002,17,0.0,1
977,0.02300000000000002,17,0.0,1
978,0.02200000000000002,17,0.0,1
979,0.02100000000000002,17,0.0,1
980,0.020000000000000018,17,0.0,1
981,0.019000000000000017,17,0.0,1
982,0.018000000000000016,17,0.0,1
983,0.017000000000000015,17,0.0,1
984,0.016000000000000014,17,0.0,1
985,0.015000000000000013,17,0.0,1
986,0.014000000000000012,17,0.0,1
987,0.013000000000000012,17,0.0,1
988,0.01200000000000001,17,0.0,1
989,0.01100000000000001,17,0.0,1
990,0.010000000000000009,17,0.0,1
991,0.009000000000000008,17,0.0,1
992,0.008000000000000007,17,0.0,1
993,0.007000000000000006,17,0.0,1
994,0.006000000000000005,17,0.0,1
995,0.0050000000000000044,17,0.0,1
996,0.0040000000000000036,17,0.0,1
997,0.0030000000000000027,17,0.0,1
998,0.0020000000000000018,17,0.0,1
999,0.0010000000000000009,17,0.0,1
