,Gamma,Error,Time,Iterations
291,0.7090000000000001,13,0.0,20
292,0.708,13,0.0,19
293,0.7070000000000001,13,0.0,19
294,0.706,13,0.015625715255737305,19
295,0.7050000000000001,13,0.0,19
296,0.704,13,0.0,19
297,0.7030000000000001,14,0.0,19
298,0.702,14,0.0,19
299,0.7010000000000001,14,0.0,19
300,0.7,14,0.0,19
301,0.6990000000000001,14,0.0,19
302,0.698,14,0.0,19
303,0.6970000000000001,14,0.0,19
304,0.696,14,0.0,19
305,0.6950000000000001,14,0.01558828353881836,19
306,0.694,14,0.0,19
307,0.6930000000000001,14,0.0,19
308,0.692,14,0.0,19
309,0.6910000000000001,14,0.0,19
310,0.69,14,0.0,19
311,0.6890000000000001,14,0.0,18
312,0.688,14,0.0,18
313,0.687,14,0.0,18
314,0.6859999999999999,14,0.0,18
315,0.685,14,0.0,18
316,0.6839999999999999,14,0.0,18
317,0.683,14,0.0,18
318,0.6819999999999999,14,0.0,18
319,0.681,14,0.015651702880859375,18
320,0.6799999999999999,14,0.0,18
321,0.679,14,0.0,18
322,0.6779999999999999,14,0.0,18
323,0.677,14,0.0,18
324,0.6759999999999999,14,0.0,18
325,0.675,14,0.0,18
326,0.6739999999999999,14,0.0,18
327,0.673,14,0.0,18
328,0.6719999999999999,14,0.0,18
329,0.671,14,0.0,18
330,0.6699999999999999,14,0.0,18
331,0.669,14,0.0,17
332,0.6679999999999999,14,0.0,17
333,0.667,14,0.015619039535522461,17
334,0.6659999999999999,14,0.0,17
335,0.665,14,0.0,17
336,0.6639999999999999,14,0.0,17
337,0.663,14,0.0,17
338,0.6619999999999999,14,0.0,17
339,0.661,14,0.0,17
340,0.6599999999999999,14,0.0,17
341,0.659,14,0.0,17
342,0.6579999999999999,14,0.0,17
343,0.657,14,0.0,17
344,0.6559999999999999,14,0.0,17
345,0.655,14,0.0,17
346,0.654,14,0.0,17
347,0.653,14,0.015621423721313477,17
348,0.652,14,0.0,17
349,0.651,14,0.0,17
350,0.65,14,0.0,17
351,0.649,14,0.0,17
352,0.648,14,0.0,17
353,0.647,14,0.0,17
354,0.646,14,0.0,16
355,0.645,14,0.0,16
356,0.644,14,0.0,16
357,0.643,14,0.0,16
358,0.642,14,0.0,16
359,0.641,14,0.0,16
360,0.64,14,0.0,16
361,0.639,14,0.0,16
362,0.638,14,0.015627384185791016,16
363,0.637,14,0.0,16
364,0.636,14,0.0,16
365,0.635,14,0.0,16
366,0.634,14,0.0,16
367,0.633,14,0.0,16
368,0.632,14,0.0,16
369,0.631,14,0.0,16
370,0.63,14,0.0,16
371,0.629,14,0.0,16
372,0.628,14,0.0,16
373,0.627,14,0.0,16
374,0.626,14,0.0,16
375,0.625,14,0.0,16
376,0.624,14,0.0,15
377,0.623,14,0.015615224838256836,15
378,0.622,14,0.0,15
379,0.621,14,0.0,15
380,0.62,14,0.0,15
381,0.619,14,0.0,15
382,0.618,14,0.0,15
383,0.617,14,0.0,15
384,0.616,14,0.0,15
385,0.615,14,0.0,15
386,0.614,14,0.0,15
387,0.613,14,0.0,15
388,0.612,15,0.0,15
389,0.611,15,0.0,15
390,0.61,15,0.0,15
391,0.609,15,0.015593528747558594,15
392,0.608,15,0.0,15
393,0.607,15,0.0,15
394,0.606,15,0.0,15
395,0.605,15,0.0,15
396,0.604,15,0.0,15
397,0.603,15,0.0,14
398,0.602,15,0.0,14
399,0.601,15,0.0,14
400,0.6,15,0.0,14
401,0.599,15,0.0,14
402,0.598,15,0.0,14
403,0.597,15,0.0,14
404,0.596,15,0.0,14
405,0.595,15,0.0,14
406,0.594,15,0.0,14
407,0.593,15,0.01562047004699707,14
408,0.5920000000000001,15,0.0,14
409,0.591,15,0.0,14
410,0.5900000000000001,15,0.0,14
411,0.589,15,0.0,14
412,0.5880000000000001,15,0.0,14
413,0.587,15,0.0,14
414,0.5860000000000001,15,0.0,14
415,0.585,15,0.0,14
416,0.5840000000000001,15,0.0,14
417,0.583,15,0.0,14
418,0.5820000000000001,15,0.0,14
419,0.581,15,0.0,14
420,0.5800000000000001,15,0.0,14
421,0.579,15,0.0,13
422,0.5780000000000001,15,0.0,13
423,0.577,15,0.01562190055847168,13
424,0.5760000000000001,15,0.0,13
425,0.575,15,0.0,13
426,0.5740000000000001,15,0.0,13
427,0.573,15,0.0,13
428,0.5720000000000001,15,0.0,13
429,0.571,15,0.0,13
430,0.5700000000000001,15,0.0,13
431,0.569,15,0.0,13
432,0.5680000000000001,15,0.0,13
433,0.567,15,0.0,13
434,0.5660000000000001,15,0.0,13
435,0.565,15,0.0,13
436,0.5640000000000001,15,0.0,13
437,0.563,15,0.0,13
438,0.562,15,0.0,13
439,0.5609999999999999,15,0.0,13
440,0.56,15,0.0,13
441,0.5589999999999999,15,0.016085386276245117,13
442,0.558,15,0.0010275840759277344,13
443,0.5569999999999999,15,0.0009968280792236328,13
444,0.556,15,0.0009968280792236328,13
445,0.5549999999999999,15,0.0009970664978027344,13
446,0.554,15,0.000997781753540039,13
447,0.5529999999999999,15,0.0,12
448,0.552,15,0.0,12
449,0.5509999999999999,15,0.0,12
450,0.55,15,0.0009970664978027344,12
451,0.5489999999999999,15,0.0009989738464355469,12
452,0.548,15,0.0009968280792236328,12
453,0.5469999999999999,15,0.0010013580322265625,12
454,0.546,15,0.000997304916381836,12
455,0.5449999999999999,15,0.0,12
456,0.544,15,0.0,12
457,0.5429999999999999,15,0.0,12
458,0.542,15,0.000997304916381836,12
459,0.5409999999999999,15,0.0009963512420654297,12
460,0.54,15,0.000997304916381836,12
461,0.5389999999999999,15,0.0009975433349609375,12
462,0.538,15,0.0009980201721191406,12
463,0.5369999999999999,15,0.0,12
464,0.536,15,0.0,12
465,0.5349999999999999,15,0.0,12
466,0.534,15,0.001001596450805664,12
467,0.5329999999999999,15,0.000993490219116211,12
468,0.532,15,0.0009961128234863281,12
469,0.5309999999999999,15,0.0009982585906982422,12
470,0.53,15,0.0009958744049072266,12
471,0.529,15,0.0,12
472,0.528,15,0.0,12
473,0.527,15,0.0009975433349609375,12
474,0.526,15,0.0009970664978027344,12
475,0.525,15,0.0008549690246582031,12
476,0.524,15,0.0,11
477,0.523,15,0.0,11
478,0.522,15,0.0,11
479,0.521,15,0.0,11
480,0.52,15,0.0,11
481,0.519,15,0.0,11
482,0.518,15,0.0,11
483,0.517,15,0.0,11
484,0.516,15,0.0,11
485,0.515,15,0.0,11
486,0.514,15,0.0,11
487,0.513,15,0.0,11
488,0.512,15,0.0,11
489,0.511,15,0.0,11
490,0.51,15,0.0,11
491,0.509,15,0.0,11
492,0.508,15,0.0,11
493,0.507,15,0.0,11
494,0.506,15,0.0,11
495,0.505,15,0.01565861701965332,11
496,0.504,15,0.0,11
497,0.503,15,0.0,11
498,0.502,15,0.0,11
499,0.501,15,0.0,11
500,0.5,15,0.0,11
501,0.499,15,0.0,11
502,0.498,15,0.0,11
503,0.497,15,0.0,11
504,0.496,15,0.0,11
505,0.495,15,0.0,11
506,0.494,15,0.0,11
507,0.493,15,0.0,11
508,0.492,15,0.0,11
509,0.491,15,0.0,10
510,0.49,15,0.0,10
511,0.489,15,0.0,10
512,0.488,15,0.0,10
513,0.487,15,0.0,10
514,0.486,15,0.0,10
515,0.485,15,0.0,10
516,0.484,15,0.0,10
517,0.483,15,0.0,10
518,0.482,15,0.0,10
519,0.481,15,0.0,10
520,0.48,15,0.0,10
521,0.479,15,0.0,10
522,0.478,15,0.0,10
523,0.477,15,0.0,10
524,0.476,15,0.0,10
525,0.475,15,0.0,10
526,0.474,15,0.0,10
527,0.473,15,0.0,10
528,0.472,15,0.0,10
529,0.471,16,0.0,10
530,0.47,16,0.0,10
531,0.469,16,0.0,10
532,0.46799999999999997,16,0.0,10
533,0.46699999999999997,16,0.0,10
534,0.46599999999999997,16,0.0,10
535,0.46499999999999997,16,0.014818906784057617,10
536,0.46399999999999997,16,0.0009970664978027344,10
537,0.46299999999999997,16,0.0,10
538,0.46199999999999997,16,0.0,10
539,0.46099999999999997,16,0.0009970664978027344,10
540,0.45999999999999996,16,0.0010156631469726562,10
541,0.45899999999999996,16,0.0009789466857910156,10
542,0.45799999999999996,16,0.0,10
543,0.45699999999999996,16,0.0,10
544,0.45599999999999996,16,0.0009975433349609375,10
545,0.45499999999999996,16,0.0009980201721191406,9
546,0.45399999999999996,16,0.0,9
547,0.45299999999999996,16,0.0,9
548,0.45199999999999996,16,0.000997304916381836,9
549,0.45099999999999996,16,0.0,9
550,0.44999999999999996,16,0.0,9
551,0.44899999999999995,16,0.0009968280792236328,9
552,0.44799999999999995,16,0.0,9
553,0.44699999999999995,16,0.0,9
554,0.44599999999999995,16,0.000997304916381836,9
555,0.44499999999999995,16,0.0,9
556,0.44399999999999995,16,0.0,9
557,0.44299999999999995,16,0.0,9
558,0.44199999999999995,16,0.000997304916381836,9
559,0.44099999999999995,16,0.0,9
560,0.43999999999999995,16,0.0,9
561,0.43899999999999995,16,0.000997304916381836,9
562,0.43799999999999994,16,0.0,9
563,0.43699999999999994,16,0.0,9
564,0.43600000000000005,16,0.0,9
565,0.43500000000000005,16,0.0009968280792236328,9
566,0.43400000000000005,16,0.0,9
567,0.43300000000000005,16,0.0,9
568,0.43200000000000005,16,0.0,9
569,0.43100000000000005,16,0.0009975433349609375,9
570,0.43000000000000005,16,0.0,9
571,0.42900000000000005,16,0.000997304916381836,9
572,0.42800000000000005,16,0.0009975433349609375,9
573,0.42700000000000005,16,0.0,9
574,0.42600000000000005,16,0.0,9
575,0.42500000000000004,16,0.0009968280792236328,9
576,0.42400000000000004,16,0.0,9
577,0.42300000000000004,16,0.0,9
578,0.42200000000000004,16,0.000997304916381836,9
579,0.42100000000000004,16,0.000997304916381836,9
580,0.42000000000000004,16,0.0,9
581,0.41900000000000004,16,0.0,9
582,0.41800000000000004,16,0.0009975433349609375,9
583,0.41700000000000004,16,0.0,9
584,0.41600000000000004,16,0.0,9
585,0.41500000000000004,16,0.000997304916381836,8
586,0.41400000000000003,16,0.0,8
587,0.41300000000000003,16,0.0,8
588,0.41200000000000003,16,0.000997304916381836,8
589,0.41100000000000003,16,0.0,8
590,0.41000000000000003,16,0.0,8
591,0.40900000000000003,16,0.0,8
592,0.40800000000000003,16,0.0009975433349609375,8
593,0.40700000000000003,16,0.0,8
594,0.406,16,0.000997304916381836,8
595,0.405,16,0.0,8
596,0.404,16,0.0,8
597,0.403,16,0.000997304916381836,8
598,0.402,16,0.0,8
599,0.401,16,0.0,8
600,0.4,16,0.000997304916381836,8
601,0.399,16,0.0,8
602,0.398,16,0.000997304916381836,8
603,0.397,16,0.0009982585906982422,8
604,0.396,16,0.0009965896606445312,8
605,0.395,16,0.0,8
606,0.394,16,0.0009970664978027344,8
607,0.393,16,0.0,8
608,0.392,16,0.0,8
609,0.391,16,0.0009975433349609375,8
610,0.39,16,0.0,8
611,0.389,16,0.0009975433349609375,8
612,0.388,16,0.0010085105895996094,8
613,0.387,16,0.000985860824584961,8
614,0.386,16,0.0,8
615,0.385,16,0.0,8
616,0.384,16,0.0009975433349609375,8
617,0.383,16,0.0,8
618,0.382,16,0.0,8
619,0.381,16,0.000997304916381836,8
620,0.38,16,0.0,8
621,0.379,16,0.000997304916381836,8
622,0.378,16,0.0,8
623,0.377,16,0.0,8
624,0.376,16,0.000997304916381836,8
625,0.375,16,0.0,8
626,0.374,16,0.000997304916381836,8
627,0.373,16,0.0010287761688232422,8
628,0.372,16,0.0010023117065429688,8
629,0.371,16,0.0,8
630,0.37,16,0.0009965896606445312,7
631,0.369,16,0.0,7
632,0.368,16,0.0,7
633,0.367,16,0.000997781753540039,7
634,0.366,16,0.0,7
635,0.365,16,0.0009975433349609375,7
636,0.364,16,0.0,7
637,0.363,16,0.0009980201721191406,7
638,0.362,16,0.0009675025939941406,7
639,0.361,16,0.0010268688201904297,7
640,0.36,16,0.0,7
641,0.359,16,0.0009963512420654297,7
642,0.358,16,0.0,7
643,0.357,16,0.0,7
644,0.356,16,0.0,7
645,0.355,16,0.0,7
646,0.354,16,0.0009925365447998047,7
647,0.353,16,0.0,7
648,0.352,16,0.0009984970092773438,7
649,0.351,16,0.0,7
650,0.35,16,0.0,7
651,0.349,16,0.0009970664978027344,7
652,0.348,16,0.0,7
653,0.347,16,0.0,7
654,0.346,16,0.0009980201721191406,7
655,0.345,16,0.0,7
656,0.344,16,0.001013040542602539,7
657,0.34299999999999997,16,0.0,7
658,0.34199999999999997,16,0.0,7
659,0.34099999999999997,16,0.0010035037994384766,7
660,0.33999999999999997,16,0.0,7
661,0.33899999999999997,16,0.000986337661743164,7
662,0.33799999999999997,16,0.0,7
663,0.33699999999999997,16,0.0,7
664,0.33599999999999997,16,0.000997781753540039,7
665,0.33499999999999996,16,0.0009696483612060547,7
666,0.33399999999999996,16,0.0,7
667,0.33299999999999996,16,0.0,7
668,0.33199999999999996,16,0.0010008811950683594,7
669,0.33099999999999996,16,0.0,7
670,0.32999999999999996,16,0.0009965896606445312,7
671,0.32899999999999996,16,0.0,7
672,0.32799999999999996,16,0.0,7
673,0.32699999999999996,16,0.0,7
674,0.32599999999999996,16,0.0,7
675,0.32499999999999996,16,0.0009951591491699219,7
676,0.32399999999999995,16,0.0,7
677,0.32299999999999995,16,0.0009970664978027344,7
678,0.32199999999999995,16,0.000997781753540039,7
679,0.32099999999999995,16,0.0,7
680,0.31999999999999995,16,0.0009975433349609375,7
681,0.31899999999999995,16,0.0,6
682,0.31799999999999995,16,0.0,6
683,0.31699999999999995,16,0.0,6
684,0.31599999999999995,16,0.0,6
685,0.31499999999999995,16,0.0,6
686,0.31399999999999995,16,0.0,6
687,0.31299999999999994,16,0.0009968280792236328,6
688,0.31199999999999994,16,0.0,6
689,0.31100000000000005,16,0.0009975433349609375,6
690,0.31000000000000005,16,0.0,6
691,0.30900000000000005,16,0.0009982585906982422,6
692,0.30800000000000005,16,0.0,6
693,0.30700000000000005,16,0.0,6
694,0.30600000000000005,16,0.0,6
695,0.30500000000000005,16,0.0,6
696,0.30400000000000005,16,0.0,6
697,0.30300000000000005,16,0.0009684562683105469,6
698,0.30200000000000005,16,0.0,6
699,0.30100000000000005,16,0.0009965896606445312,6
700,0.30000000000000004,16,0.0,6
701,0.29900000000000004,16,0.000997304916381836,6
702,0.29800000000000004,16,0.0,6
703,0.29700000000000004,16,0.0009970664978027344,6
704,0.29600000000000004,16,0.0,6
705,0.29500000000000004,16,0.0009975433349609375,6
706,0.29400000000000004,16,0.000997781753540039,6
707,0.29300000000000004,16,0.0009982585906982422,6
708,0.29200000000000004,16,0.0009984970092773438,6
709,0.29100000000000004,16,0.0009958744049072266,6
710,0.29000000000000004,16,0.0009980201721191406,6
711,0.28900000000000003,16,0.0009958744049072266,6
712,0.28800000000000003,16,0.0,6
713,0.28700000000000003,16,0.0009953975677490234,6
714,0.28600000000000003,16,0.0019927024841308594,6
715,0.28500000000000003,16,0.0009965896606445312,6
716,0.28400000000000003,16,0.0,6
717,0.28300000000000003,16,0.0,6
718,0.28200000000000003,16,0.000997781753540039,6
719,0.281,16,0.0009958744049072266,6
720,0.28,16,0.0,6
721,0.279,16,0.0,6
722,0.278,16,0.0009965896606445312,6
723,0.277,16,0.0,6
724,0.276,16,0.000997304916381836,6
725,0.275,16,0.0009970664978027344,6
726,0.274,16,0.0009975433349609375,6
727,0.273,16,0.0009980201721191406,6
728,0.272,16,0.0,6
729,0.271,16,0.0009915828704833984,6
730,0.27,16,0.0009920597076416016,6
731,0.269,16,0.0,6
732,0.268,16,0.000995635986328125,6
733,0.267,16,0.001001119613647461,6
734,0.266,16,0.0,6
735,0.265,16,0.0,6
736,0.264,16,0.0,6
737,0.263,16,0.0009970664978027344,6
738,0.262,16,0.0,5
739,0.261,16,0.0009975433349609375,5
740,0.26,16,0.0,5
741,0.259,16,0.0,5
742,0.258,16,0.0009982585906982422,5
743,0.257,16,0.0,5
744,0.256,16,0.0,5
745,0.255,16,0.0,5
746,0.254,16,0.0,5
747,0.253,16,0.0009975433349609375,5
748,0.252,16,0.0,5
749,0.251,16,0.0,5
750,0.25,16,0.0,5
751,0.249,16,0.0,5
752,0.248,16,0.0009970664978027344,5
753,0.247,16,0.0,5
754,0.246,16,0.000997304916381836,5
755,0.245,16,0.0,5
756,0.244,16,0.0009975433349609375,5
757,0.243,16,0.0010004043579101562,5
758,0.242,16,0.0009975433349609375,5
759,0.241,16,0.0009963512420654297,5
760,0.24,16,0.0,5
761,0.239,16,0.0,5
762,0.238,16,0.0,5
763,0.237,16,0.0,5
764,0.236,16,0.0009963512420654297,5
765,0.235,16,0.0,5
766,0.23399999999999999,16,0.000997304916381836,5
767,0.23299999999999998,17,0.0009968280792236328,5
768,0.23199999999999998,17,0.0009975433349609375,5
769,0.23099999999999998,17,0.0009975433349609375,5
770,0.22999999999999998,17,0.000997304916381836,5
771,0.22899999999999998,17,0.0009970664978027344,5
772,0.22799999999999998,17,0.0009975433349609375,5
